Avg min between sent tnx,Avg min between received tnx,Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,avg val received,avg val sent,total ether received,total ether balance,FLAG
16.21,0,3,1,1,3,101,33.666149,101,0.001554,0
22.78,0.65,3,2,2,3,50.5,33.666149,101,0.001554,0
82.2,0.02,4,2,2,2,50.5,25.249487,101,0.002052437,0
1789.22,39237.54,7,6,5,2,1.201659,1.02953,7.20995241,0.00324287,0
1.55,4631.74,4,4,2,1,1.525,1.524498,6.1,0.002009,0
16.9,0,3,1,1,3,101,33.666149,101,0.001554,0
3121.51,5318.69,241,73,35,90,10.778313,3.510271,786.8168793,-59.15835524,0
1767.24,9617.01,106,25,9,57,15.209717,4.500408,380.2429223,-96.80033182,0
19.79,0,3,1,1,3,101,33.666149,101,0.001554,0
9.22,60.33,3387,3846,943,3,3.876054,4.40091,14907.30308,1.422561006,0
17.06,0,3,1,1,3,101,33.666149,101,0.001554,0
4.33,133.5,4856,5144,4,2,1.743972,1.846775,8970.991795,3.052892681,0
7.4,7127.33,93,104,8,2,4.339025,4.851381,451.2586367,0.080236974,0
4.74,0.42,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
11859.62,11454.7,57,23,19,48,1.347911,0.636109,31.00196167,-5.256238329,0
9.83,15090.95,2,2,1,2,1.122556,1.121632,2.24511185,0.001848,0
204048.12,90405.11,3,2,1,3,0.065,0.039644,0.13,0.011066752,0
12.42,1981.66,680,683,5,2,1.131327,1.135609,772.6962544,0.482059827,0
62,1907.47,308,312,2,2,1.021488,1.034334,318.7041217,0.129381,0
25.17,0,3,2,2,3,50.5,33.666163,101,0.001512,0
2698.64,69243.04,10,5,4,8,1.7956,0.587,8.978,3.108,0
163.95,0,2,1,1,2,101,50.499508,101,0.000984218,0
33415.37,12616.26,17,14,7,7,11.665917,7.367353,163.3228397,38.07783969,0
52.13,2098.71,35,137,2,1,0.217784,0.851682,29.83639671,0.027531296,0
165.31,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,3070.19,0,104,5,0,0.836383,0,86.98383428,86.98383428,0
14926.26,23149.03,34,20,12,16,1.777923,1.111611,35.55846813,-2.236291198,0
76580.43,5657.3,3,5,2,3,5.5974,0.666667,27.987,25.987,0
0,0,1,1,1,1,0.1,0.09955,0.1,0.00045,0
28.03,1453.86,202,202,6,2,4.130268,4.127137,834.3140997,0.63246576,0
0,14353.26,0,7,2,0,23.128571,0,161.9,161.9,0
6.29,0.03,3,70,70,3,28.585714,666.999528,2001,0.001414909,0
9947.88,10.98,4,2,2,2,3.606219,1.802463,7.21243721,0.00258657,0
2.41,0,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
160.85,0.84,2,2,2,2,50.5,50.499508,101,0.000984218,0
12801.15,104985.19,9,4,3,4,0.02838,0.011727,0.113518593,0.007971239,0
20.03,963.23,1371,1526,6,3,2.773247,3.085634,4231.974835,1.570214888,0
0,2290.53,0,99,3,0,0.203729,0,20.1691494,20.1691494,0
1701.16,1391.21,67,74,26,31,18.596762,20.124595,1376.160403,27.81252573,0
2.18,133779.95,8,4,3,3,0.026398,0.012375,0.105592195,0.006591167,0
167.35,0,4,2,2,4,1000.5,500.249559,2001,0.001764,0
0.85,8141.85,4,4,3,2,0.377905,0.377065,1.511620979,0.00336,0
2905.31,43704.76,12,12,4,3,5.112816,5.108333,61.35379662,0.05379662,0
0,0,1,1,1,1,1,0.9978,1,0.0022,0
6157.04,1656.24,9,6,2,3,1.713252,1.140966,10.27950985,0.01081272,0
17340.25,7524.06,20,14,8,15,4.46227,3.244078,62.471781,-2.40977805,0
8759.62,3154.83,32,52,5,2,0.242642,0.402874,12.61736036,-0.27460758,0
1.46,0.97,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
28.18,1.32,9996,142,2,1623,0.119955,0.000631,17.03359706,10.72504793,0
1.89,0.68,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
7.08,31481.16,30,30,13,2,66.730026,66.729189,2001.900767,0.025102431,0
724.59,544.18,481,1128,4,2,1.188723,2.790068,1340.879878,-1.143009304,0
1.24,0.07,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
0,0,1,1,1,1,0.898442,0.897822,0.89844228,0.00062,0
0,221.72,0,553,126,0,2.451567,0,1355.716767,1355.716767,0
0,0,1,1,1,1,1,0.999418,1,0.000581532,0
2.11,0.52,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
0,4962.74,0,2,1,0,51.31132,0,102.6226401,102.6226401,0
0,2943.97,0,99,6,0,0.43786,0,43.34809988,43.34809988,0
13.96,29296.45,9,9,5,1,45.002072,45.001307,405.0186468,0.006882057,0
0,0,1,1,1,1,0.378043,0.376996,0.37804325,0.001046957,0
0,4361.06,0,52,6,0,3.666739,0,190.670415,190.670415,0
0,17668.4,0,5,2,0,2.250938,0,11.25469,11.25469,0
51697.48,4.88,4,2,1,3,4.034162,2.014885,8.0683234,0.008783865,0
0,0,1,1,1,1,0.103282,0.10281,0.103281947,0.000471636,0
0,9391.28,0,34,4,0,0.724616,0,24.63694545,24.63694545,0
1955.6,5452.33,247,88,64,75,0.095068,0.037454,8.366012265,-0.885207677,0
0,0,1,1,1,1,0.151593,0.151121,0.15159302,0.000471636,0
161.5,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,2369.29,0,123,4,0,0.394148,0,48.48014312,48.48014312,0
1.46,0.97,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
16213.66,8659.66,19,6,2,10,13.503384,4.247105,81.02030229,0.32530229,0
0,2851.18,0,112,3,0,0.225268,0,25.22999299,25.22999299,0
9.64,26320.65,4,4,4,1,6.978042,6.977215,27.91216709,0.003307644,0
19.91,0,3,1,1,3,101,33.666149,101,0.001554,0
0,1516.6,0,151,4,0,0.772393,0,116.6313678,116.6313678,0
5643.63,4246.24,57,27,10,28,4.356378,2.062772,117.6222011,0.044201147,0
5132.07,3548.78,134,80,34,62,7.60127,4.993321,608.1015831,-61.00341691,0
11.31,1920.92,98,100,3,2,0.127017,0.128484,12.70166271,0.11018331,0
25039.02,8799.76,37,6,2,16,90.601888,15.225081,543.6113272,-19.7166728,0
0,39780.76,0,5,2,0,28.4262,0,142.131,142.131,0
0,9162.88,1,3,2,1,0.972736,2.918104,2.918208732,0.000105,0
3.35,64836.7,5,5,3,1,24.058907,24.057709,120.2945329,0.00598557,0
5333.58,5615.18,89,37,15,39,59.090218,24.788948,2186.338056,-19.87834377,0
90968.95,0,3,1,1,3,0.261083,0.086412,0.26108337,0.001848,0
161.92,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
19.56,61380.14,4,5,5,1,0.775485,0.966333,3.877423608,0.012089918,0
4.4,0.16,4,2,2,3,1000.5,500.249528,2001,0.001886545,0
658.41,13996.84,98,88,13,70,143.068318,128.468897,12590.012,0.060059041,0
29.14,223946.69,2,2,2,2,0.054475,0.054013,0.10895,0.000924,0
160.08,0.11,2,3,3,2,33.666667,50.499508,101,0.000984218,0
4497.07,1001.04,89,25,11,50,4.346886,1.368765,108.6721448,-13.14795523,0
5081.98,2247.41,63,3,1,26,0.04,0,0.12,0.12,0
2.09,0.28,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
5579.94,6407.41,60,16,4,35,3.455751,1.170085,55.29200992,-14.91309008,0
159.53,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,0,1,1,1,1,5.095,5.094559,5.095,0.000441,0
50.07,19267.77,29,29,4,1,0.314363,0.313756,9.116522916,0.017588786,0
17.71,0,3,1,1,3,101,33.666149,101,0.001554,0
161.55,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
6.37,34004.68,2,2,2,1,129.261288,129.260585,258.5225765,0.00140568,0
164.72,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
15.67,1408.42,663,673,8,2,1.327136,1.34638,893.1625897,0.512464398,0
0,0,1,1,1,1,0.985,0.984528,0.985,0.000471659,0
0,1461.09,0,2,2,0,40.4975,0,80.995,80.995,0
157.78,0,2,1,1,2,101,50.499508,101,0.000984218,0
17.54,1773.69,796,803,1,2,0.206967,0.207728,166.1948641,0.843083303,0
0,13142.34,0,8,2,0,116.314725,0,930.5178,930.5178,0
2344.97,123095.4,14,8,8,11,0.360262,0.205048,2.88209421,0.01142605,0
7.1,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
0,0,1,1,1,1,0.15619,0.150048,0.1561903,0.00614194,0
1475.26,2122.87,211,253,12,3,390.459478,468.180832,98786.24791,0.092359408,0
0,0,1,1,1,1,0.219528,0.219087,0.21952837,0.000441,0
6470.36,958.57,20,140,3,1,10.183386,71.2832,1425.6741,0.01009335,0
41192.36,45288.19,7,3,3,5,0.362214,0.154422,1.08664198,0.005690201,0
0,0,1,1,1,1,3.33,3.329418,3.33,0.000581532,0
0,2428.85,0,120,6,0,0.613385,0,73.6062338,73.6062338,0
162.42,0.43,2,2,2,2,50.5,50.499508,101,0.000984218,0
25.5,227.82,3,3,3,1,0.4,0.399418,1.2,0.001744595,0
2.46,2590.61,115,116,3,2,0.141367,0.141483,16.39855471,0.128033307,0
1.51,16.88,2,2,2,1,0.435,0.434457,0.87,0.001086703,0
0,1453.77,0,156,3,0,0.851018,0,132.7588466,132.7588466,0
7.1,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
47.99,745.19,929,929,2,3,0.284086,0.283582,263.9162486,0.468800243,0
0,0,0,1,1,0,0.099,0,0.099,0.099,0
61408.22,8611.46,6,8,8,3,13.440376,17.919973,107.5230105,0.003171,0
0,1935.4,0,165,5,0,3.374267,0,556.7541003,556.7541003,0
0,2404.61,0,77,4,0,0.823752,0,63.42887973,63.42887973,0
108.22,0.36,3,6,6,2,16.833333,33.666176,101,0.001473262,0
0,0,1,1,1,1,1.001,0.999654,1.001,0.001346205,0
13726.03,39025.39,29,9,3,24,1.616576,0.500788,14.549182,0.02632,0
0,414.46,0,442,3,0,26.173002,0,11568.46676,11568.46676,0
0,1831.92,0,125,3,0,0.443997,0,55.49967797,55.49967797,0
232.15,4540.31,39,42,4,1,0.071486,0.076384,3.002411682,0.023421212,0
162.16,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,20169.48,0,3,2,0,9.033333,0,27.1,27.1,0
0,1834.37,0,105,3,0,0.309726,0,32.52118249,32.52118249,0
30.79,4795.32,59,84,3,1,0.505571,0.718568,42.46792641,0.072426214,0
51405.02,4046.79,7,12,4,2,0.734224,1.257381,8.81068317,0.009016705,0
0,4833.24,0,107,6,0,0.402959,0,43.11659415,43.11659415,0
0,0,1,1,1,1,6.5,6.49938,6.5,0.00062,0
0,0,1,1,1,1,0.25,0.246747,0.25,0.00325311,0
4.72,25726.15,2,2,1,2,14.995,14.994528,29.99,0.000944737,0
0,0,1,1,1,1,0.089258,0.087058,0.089258,0.0022,0
0,0,1,1,1,1,0.705622,0.705002,0.705622,0.00062,0
47.4,85.63,2,2,1,1,1.2722,1.270357,2.5444,0.00368506,0
0,3167.83,0,92,5,0,3.858248,0,354.9588313,354.9588313,0
3481.16,6600.2,67,35,13,38,3.45805,1.872345,121.0317386,-4.415358402,0
15.06,8683.93,92,92,5,3,0.040793,0.040369,3.75296201,0.039043472,0
0,25195.07,0,9,3,0,1.77672,0,15.9904787,15.9904787,0
0,0,1,1,1,1,1.266963,1.266123,1.266963413,0.00084,0
162.18,0.84,2,2,2,2,50.5,50.499508,101,0.000984218,0
26.08,0.08,3,2,2,3,50.5,33.666163,101,0.001512,0
618.34,745.69,235,540,6,69,1.114843,2.560768,602.0150463,0.23445412,0
1.87,0.05,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
164.07,0,2,1,1,2,101,50.499487,101,0.001026218,0
163.12,0.43,2,2,2,2,50.5,50.499508,101,0.000984218,0
110.2,0.02,3,2,2,3,50.5,33.666008,101,0.001974506,0
0,0,1,1,1,1,0.995,0.985,0.995,0.01,0
0,0,1,1,1,1,1,0.99916,1,0.00084,0
2.68,35447.39,3,3,3,1,0.308922,0.308422,0.9267651,0.001498297,0
163.66,0.3,2,2,2,2,50.5,50.499508,101,0.000984218,0
64.23,0.33,5,3,3,3,33.666667,20.19951,101,0.002448655,0
132.8,4783.64,166,211,4,1,0.713717,0.90588,150.5943348,0.218275639,0
8.23,95668.72,2,3,2,1,0.082986,0.120608,0.248956532,0.007740132,0
22.77,0,3,1,1,3,101,33.666149,101,0.001554,0
164.14,0.54,2,3,3,2,33.666667,50.499487,101,0.001026218,0
0,261.1,0,1370,5,0,0.107189,0,146.8494813,146.8494813,0
0,0,1,1,1,1,12.859018,12.858398,12.85901771,0.00062,0
0,8399.27,0,27,4,0,0.838162,0,22.63037676,22.63037676,0
157.32,0,2,1,1,2,101,50.499508,101,0.000984218,0
108.12,0.37,3,2,2,3,50.5,33.666179,101,0.001464437,0
182.96,60.47,5766,6,3,255,2.866331,0.001199,17.19798495,10.28242156,0
5.41,7397.9,2,2,1,2,29.864369,29.863912,59.72873728,0.000912636,0
3.56,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
59584.69,52751.13,3,11,3,3,0.134375,0.144,1.47812336,1.04612336,0
7841.89,5507.27,63,48,13,24,5.252367,3.976395,252.1136,1.600703495,0
31.06,80.56,1409,18,8,6,13.859144,0.593368,249.4645849,-586.5907262,0
3.24,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
1394.22,1885.01,6,2,2,6,3.745,1.247892,7.49,0.002646,0
0,1667.32,0,136,3,0,0.249614,0,33.94744703,33.94744703,0
1437.35,7484.54,5,24,2,5,0.011878,0.0554,0.28507527,0.00807527,0
4145.29,6611.97,28,46,1,2,0.853831,1.402229,39.27621123,0.013801639,0
164.02,0,2,1,1,2,101,50.499492,101,0.00101578,0
14.07,1784.58,4,4,4,1,0.26185,0.260279,1.04740045,0.006285822,0
12.02,0,4,1,1,4,101,25.249475,101,0.0021,0
162.1,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
2906.99,36679.38,5,5,2,2,0.366901,0.366476,1.834503371,0.002121,0
0,0,1,1,1,1,0.5,0.49938,0.5,0.00062,0
66.12,3285.66,125,126,1,1,0.996285,1.003501,125.5318725,0.094242259,0
0,0,1,1,1,1,0.1,0.099528,0.1,0.000471636,0
164.28,0,2,1,1,2,101,50.499508,101,0.000984218,0
106.23,0.69,3,2,2,3,50.5,33.666179,101,0.001464437,0
1.09,0.38,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
3.48,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
165.67,0,2,2,2,2,50.5,50.499487,101,0.001026218,0
108.4,4480.93,117,118,3,66,1.774828,1.789313,209.429756,0.080158042,0
0,0,1,1,1,1,12.054383,12.053763,12.0543828,0.00062,0
6.17,15763.4,7,7,3,7,0.544092,0.543451,3.808644494,0.004488187,0
6180.98,5980.34,147,58,18,60,0.603072,0.262823,34.97816403,-3.656746874,0
4084.96,6766.06,125,52,18,58,13.35859,8.806489,694.6466924,-406.1644465,0
28928.17,609.66,4,3,2,4,1.74519,1.308236,5.23556985,0.00262728,0
4.3,1262.52,3,3,2,1,1.913333,1.91182,5.74,0.00453977,0
163.14,0,2,1,1,2,101,50.499508,101,0.000984218,0
7.08,154925.97,5,5,2,2,0.45558,0.455202,2.27790188,0.00189357,0
0,0,0,1,1,0,4.3,0,4.3,4.3,0
17.44,3236.15,8436,79,5,6711,322.953389,3.025691,25513.31777,-11.40961933,0
22.92,13994.05,5,5,5,1,10.768074,10.766084,53.84036864,0.00994986,0
1482.4,1132.91,7,8,6,5,2.072453,2.366185,16.57962687,0.016333949,0
0,2385.73,0,119,3,0,0.298794,0,35.55644673,35.55644673,0
159.96,0.72,2,2,2,2,50.5,50.499286,101,0.001428506,0
0,11371.01,0,22,3,0,0.246785,0,5.429273945,5.429273945,0
39.73,25.46,355,9645,1125,2,169.613266,2944.642983,1635919.955,590571.696,0
0,0,1,1,1,1,0.501758,0.500528,0.50175771,0.00122982,0
13.06,365.32,3146,4842,10,3,1.535968,2.363068,7437.15648,2.944197572,0
18.59,4475.54,24,24,1,24,0.407402,0.406882,9.777639579,0.012468707,0
563.83,4649.83,2,2,1,2,0.194731,0.194259,0.389462407,0.000945,0
345.1,545.58,1212,20,6,27,5.169613,0.093821,103.3922662,-10.31873377,0
0,0,1,1,1,1,0.166116,0.165675,0.16611639,0.00044184,0
0,870.09,0,230,4,0,0.428419,0,98.53634941,98.53634941,0
6.34,314381.83,2,2,2,2,5.464769,5.462999,10.929538,0.003539202,0
6733.4,135972.42,2,2,2,2,0.134271,0.130765,0.26854191,0.00701236,0
4.09,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
15668.97,10808.55,6,14,4,1,17.820712,41.581093,249.4899637,0.00340736,0
0,3386.56,0,99,5,0,0.21531,0,21.31573654,21.31573654,0
0,0,1,1,1,1,0.383357,0.382767,0.38335687,0.000589451,0
1540.64,10435.82,22,25,20,7,1.908496,2.163674,47.71240489,0.111586115,0
2127.87,6110.79,22,35,6,8,0.375344,0.596639,13.1370308,0.010970125,0
4.09,0.17,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
32.93,5909.25,32,46,5,1,0.672044,0.965171,30.91404523,0.028571458,0
2.89,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
0,0,1,1,1,1,10,9.9978,10,0.0022,0
11.88,23702.92,5,5,5,1,8,7.999337,40,0.003316329,0
0,0,1,1,1,1,0.336246,0.335805,0.33624578,0.000441,0
6721.04,11363.65,102,32,14,37,138.475386,43.442336,4431.212343,0.094034742,0
8351.97,8391,94,19,5,26,59.203845,21.682049,1124.87305,-913.2395353,0
2.04,0.11,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
17974.53,2539.9,21,3,2,6,5.366642,0.771071,16.09992656,-0.09257344,0
56444.67,29463,7,2,1,4,5.0025,1.427157,10.005,0.0149,0
0,0,1,1,1,1,0.2395,0.238996,0.2395,0.000504,0
158.07,0.21,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,0,1,1,1,1,1,0.999559,1,0.000441,0
0,1731.36,0,786,16,0,62.264013,0,48939.51416,48939.51416,0
86772.18,0,2,1,1,2,2.095936,1.047527,2.09593615,0.000882,0
8.36,6781.78,19,27,1,1,0.843916,1.198468,22.78573632,0.014846941,0
0,16355.46,0,14,4,0,1.215699,0,17.01979,17.01979,0
105.38,5072.49,100,215,3,1,0.383852,0.824005,82.52811137,0.127604009,0
5.8,2342.44,9,9,2,9,87.694444,87.693986,789.25,0.004122228,0
162.06,0.53,2,2,2,2,50.5,50.499508,101,0.000984218,0
5376.12,6846,14,10,10,10,0.051364,0.035876,0.513643619,0.011381407,0
0,1070.04,0,187,5,0,1.123439,0,210.0830185,210.0830185,0
7623.54,0,3,1,1,3,14.0759,4.691,14.0759,0.0029,0
11917.98,8716.29,5,3,2,2,0.715789,0.429053,2.14736737,0.00210002,0
0,3094.73,0,74,3,0,0.954606,0,70.64084446,70.64084446,0
0,0,1,1,1,1,1,0.999431,1,0.000569273,0
97.93,12.38,3791,6209,1050,2145,15.430985,25.030853,95810.98633,919.0207186,0
109.13,0,3,1,1,3,101,33.666176,101,0.001473262,0
2.26,0.51,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
3.14,1032.62,3,3,1,3,4.995,4.99453,14.985,0.001410374,0
20.41,3366.34,32,32,2,1,0.05615,0.054872,1.796790685,0.040883305,0
89.08,265.63,4,2,2,3,1.046125,1.0028,2.09225001,-1.91895,0
15849.09,19581.74,32,15,12,13,2.677578,1.250765,40.16366454,0.139195466,0
13.82,488.07,1117,1127,2,1,3.87359,3.907641,4365.536398,0.70104995,0
16331.18,5037,10,42,2,1,0.355555,1.492805,14.93331576,0.005268792,0
3.49,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
32.14,33667.32,30,31,1,1,0.621431,0.640718,19.26435334,0.04282504,0
2002.88,41414.91,3,10,4,1,0.095924,0.294063,0.95923593,0.07704593,0
42254.18,50219.08,12,6,4,8,4.57483,4.448662,27.44897757,-25.9349691,0
10.12,5456.04,174,183,2,2,0.083714,0.087013,15.31967936,0.1793945,0
544.56,26.82,11,3,2,3,1.699667,0.501182,5.099,-0.414,0
0,1947.1,0,164,4,0,0.748036,0,122.6778475,122.6778475,0
9.95,4089.39,64,65,4,1,0.088644,0.089264,5.761864154,0.0489526,0
159.53,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
4405.38,1576.16,76,307,8,5,4.178371,16.877875,1282.759965,0.041478023,0
37.58,817.22,421,1363,2,1,0.271168,0.876386,369.6024306,0.643833225,0
3.33,0,3,2,2,3,1000.5,666.99939,2001,0.001830667,0
0,5832.88,0,22,2,0,0.148824,0,3.274129074,3.274129074,0
0,0,1,1,1,1,5.499448,5.498662,5.49944786,0.00078606,0
158.58,0.99,2,2,2,2,50.5,50.499508,101,0.000984218,0
15.08,0,3,1,1,3,101,33.666149,101,0.001554,0
5.17,313.96,4,4,2,4,2.10816,2.107676,8.432639245,0.001935454,0
0,0,1,1,1,1,10,9.99938,10,0.00062,0
744,1675.05,43,618,12,27,0.543435,5.409583,335.8429391,103.2308764,0
4143.14,2443,193,64,19,91,12.550453,4.632431,803.2290165,-90.8301835,0
0,2801.23,0,114,2,0,0.276491,0,31.51992278,31.51992278,0
15.95,1316.46,10,10,3,1,2.464231,2.463467,24.64231473,0.00764956,0
105.97,0,3,1,1,3,101,33.666179,101,0.001464437,0
22.62,0,3,1,1,3,101,33.666149,101,0.001554,0
0,0,1,1,1,1,0.04287,0.04225,0.04287002,0.00062,0
6158.39,3015.72,18,149,8,2,13.9793,115.716802,2082.915688,0.01324426,0
13.93,0.33,5,2,2,5,50.5,20.199471,101,0.002646,0
151.89,93974.05,16,10,9,12,0.753296,0.470469,7.53296424,0.00546404,0
0,0,1,1,1,1,1.998714,1.998242,1.998714,0.000471636,0
120887.91,0,3,0,0,3,0,0.002375,0,-0.00712418,0
2.68,3129.07,48,48,1,1,0.244623,0.244203,11.74191767,0.02016,0
6.72,55654.94,4,4,2,1,29.5225,29.521441,118.09,0.004235962,0
1.46,0.97,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
6.31,2405.8,12,12,1,12,1.002377,1.001941,12.0285287,0.005232318,0
206,5686.24,63,144,3,4,3.801252,8.68808,547.380302,0.031236763,0
0,0,1,1,1,1,0.063471,0.061271,0.06347118,0.0022,0
0,22164.54,0,6,2,0,17,0,102,102,0
158.28,0.63,2,2,2,2,50.5,50.499286,101,0.001428506,0
0.74,2441.12,15,15,1,2,0.051229,0.050389,0.768442304,0.0126,0
0,0,1,1,1,1,8.985448,8.983248,8.98544843,0.0022,0
118.57,24.42,2,2,1,2,3.417,3.416328,6.834,0.001344,0
2357.49,4522.05,37,122,5,24,2.28292,7.52667,278.5162455,0.029459049,0
26.07,9429.17,24,60,6,1,0.477675,1.193467,28.66047506,0.01727881,0
24.81,0.05,3,2,2,3,50.5,33.666163,101,0.001512,0
5.82,2913.52,132,133,3,1,0.223223,0.224254,29.68870141,0.087141798,0
4935.23,30930.93,9,23,3,5,0.912546,2.33126,20.98855414,0.007214132,0
0,1250.7,0,154,4,0,0.916356,0,141.1187586,141.1187586,0
0,0,1,1,1,1,24.33002,24.326767,24.33002,0.00325311,0
5.32,24418.59,13,14,4,1,0.916903,0.985138,12.83663999,0.02985092,0
162.38,0.63,2,2,2,2,50.5,50.499508,101,0.000984218,0
66.4,8028.97,85,85,2,1,1.106112,1.105422,94.0195251,0.05866595,0
19.64,8306.18,123,143,7,2,3.464111,4.026119,495.3678225,0.155188017,0
158.58,0.69,2,2,2,2,50.5,50.499508,101,0.000984218,0
107.27,0.54,3,2,2,2,50.5,33.666171,101,0.001488218,0
5.84,39613.11,4,4,4,1,19.75,19.747445,79,0.01022197,0
1026.63,3728.7,2,3,1,1,2.667,4.000248,8.001,0.00050402,0
28447.25,25061.24,9,15,8,9,4.805181,8.008346,72.07771845,0.002604,0
155.27,0,2,1,1,2,101,50.499508,101,0.000984218,0
24.84,1817.86,103,442,4,3,0.247743,1.062393,109.5022367,0.075742336,0
4019.96,6116.54,18,16,9,12,271.302552,241.712,4340.840831,-9.975169471,0
2.73,15321.4,3,3,3,1,0.735568,0.735081,2.206703236,0.001459281,0
23.46,0.44,3,2,2,3,50.5,33.666148,101,0.001555573,0
171.3,4123.14,503,360,67,4,1.231301,0.882884,443.2685076,-0.822110345,0
0,0,1,1,1,1,1.075191,1.074687,1.07519116,0.000504,0
437.64,5099.53,11,53,3,1,0.965147,4.643105,51.15277696,0.078624955,0
0,5496.48,0,11,2,0,18.372138,0,202.0935217,202.0935217,0
1466.55,3114.5,529,133,39,261,12.942812,3.258579,1721.394023,-2.394077475,0
19616.49,25575.8,14,29,9,2,7.959846,16.487794,230.8355351,0.006413051,0
0,3147.89,0,136,10,0,0.55766,0,75.84180145,75.84180145,0
0,0,1,1,1,1,8.51129,8.510167,8.5112895,0.001122944,0
4372.96,5189.23,55,145,59,7,0.082422,0.216047,11.95117312,0.068614093,0
6.96,0.27,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
3.1,21054.31,22,23,2,2,0.193582,0.201962,4.452395809,0.009240009,0
0,0,1,1,1,1,12.149191,12.148571,12.14919073,0.00062,0
398.44,9139.68,98,99,6,4,0.12123,0.122286,12.00181119,0.017770824,0
35.08,991.82,869,984,6,1,1.571703,1.778684,1546.55529,0.878588513,0
0,0,1,1,1,1,30,29.996747,30,0.00325311,0
22.75,0,3,1,1,3,101,33.666149,101,0.001554,0
38.72,19405.13,6,6,4,6,10.328948,10.32843,61.973688,0.003108,0
2.62,4517.86,2,2,2,1,0.509221,0.508801,1.01844123,0.00084,0
2.49,0.04,4,2,2,3,1000.5,500.249424,2001,0.002302304,0
0,2087.6,0,136,5,0,0.519056,0,70.591589,70.591589,0
12.23,14730.85,6,6,2,1,1.102061,1.101552,6.61236777,0.003053961,0
42.74,1843.29,4,3,3,2,6.390666,4.792514,19.17199755,0.0019404,0
7.69,5186.45,193,194,9,2,0.76786,0.771008,148.9649355,0.160366482,0
1.24,0.68,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
325.46,428.41,860,725,173,187,15.840473,13.396333,11484.34324,-36.50320897,0
3617.11,5264.84,46,85,7,3,3.717385,6.86857,315.9777093,0.023473128,0
22.26,0,3,1,1,3,101,33.666149,101,0.001554,0
328.35,167339.02,9,5,5,7,1.029705,0.571803,5.14852537,0.00230189,0
811.84,184739.71,6,4,4,5,13.785547,9.189706,55.14218626,0.00395242,0
47303.95,11540.73,15,11,7,10,0.768303,0.561242,8.451330625,0.032702132,0
2623.28,21547.93,49,17,4,20,14.174738,15.727675,240.9705446,-529.6855354,0
109.8,6144.1,164,173,38,9,1.658946,1.749254,286.9977154,0.120071175,0
19.38,1756.89,563,683,9,3,1.243084,1.507,849.0261633,0.585366996,0
0,0,1,1,1,1,15.37,15.355,15.37,0.015,0
0,1349.46,1,2,2,1,3.1,6.19,6.2,0.01,0
0,2180.52,0,104,3,0,0.173259,0,18.01892742,18.01892742,0
56.72,68.58,210,9790,44,4,1.35839,61.647869,13298.64241,352.5899157,0
6.17,2924.13,132,137,5,1,4.212649,4.3706,577.1328661,0.213636456,0
102.86,515.05,684,1091,7,3,1.163539,1.855418,1269.420599,0.314530549,0
2.45,29552.7,4,4,4,1,9.962676,9.962219,39.85070258,0.001825883,0
0,1034.52,0,4,3,0,0.997799,0,3.991197,3.991197,0
18.32,753.23,1275,749,5,1275,11.058585,6.496044,8282.880055,0.424533158,0
0,0,1,1,1,1,0.23308,0.232576,0.23308,0.000504,0
527.28,3695.03,73,41,22,56,5.357311,3.008475,219.6497441,0.031054392,0
3741.85,7306.26,183,45,20,41,19.391515,5.029541,872.6181728,-47.78782723,0
